,Unnamed: 0,abstract,lead_paragraph,headline,keywords,pub_date,news_desk,word_count,lead_paragraph_sw,lead_paragraph_sw_stem,date
20,4418,"As scientists at the Jenner Institute prepare for mass clinical trials, new tests show their vaccine to be effective in monkeys.","OXFORD, England _?In the worldwide race for a vaccine to stop the coronavirus, the laboratory sprinting fastest is at Oxford University.","{'main': 'In Race for a Coronavirus Vaccine, an Oxford Group Leaps Ahead', 'kicker': None, 'content_kicker': None, 'print_headline': 'Oxford Group__ Earlier Work Provides Edge in Vaccine Race', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Tests (Medical)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Oxford University', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Epidemics', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Laboratories and Scientific Equipment', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Gilbert, Sarah C', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Hill, Adrian (1958- )', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Jenner Institute (Oxford University)', 'rank': 12, 'major': 'N'}]",2020-04-27T17:51:35+0000,Foreign,1768,"OXFORD, England _?In worldwide race vaccine stop coronavirus, laboratory sprinting fastest Oxford University.","oxford, england _?In worldwid race vaccin stop coronavirus, laboratori sprint fastest oxford university.",2020-04-27
21,4627,"A Japanese medical authority has raised doubt about staging the Games, even a year later than originally planned, unless an effective vaccine has been developed.","TOKYO _?Postponing the 2020 Summer Olympics until next year has not erased doubts about safely hosting the world__ largest sporting event amid a global pandemic, but has merely delayed the timeline on answering them.","{'main': 'Summer Olympics in 2021? __xceedingly Difficult_?Without a Coronavirus Vaccine', 'kicker': None, 'content_kicker': None, 'print_headline': 'Think the Games Are a Sure Thing Next Year? Think Again', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Olympic Games (2020)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'International Olympic Committee', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Tokyo (Japan)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Japan', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 6, 'major': 'N'}]",2020-04-28T21:42:03+0000,Sports,749,"TOKYO _?Postponing 2020 Summer Olympics next year erased doubts safely hosting world__ largest sporting event amid global pandemic, merely delayed timeline answering them.","tokyo _?postpon 2020 summer olymp next year eras doubt safe host world_?largest sport event amid global pandemic, mere delay timelin answer them.",2020-04-28
22,4783,A coronavirus vaccine won__ stop the pandemic without all countries having access to it.,"If an effective and safe coronavirus vaccine were available today, would it be enough to stop this pandemic? That would depend on whether everyone who needs it can get it. But if what took place during the 2009 H1N1 pandemic happens again, then the answer is no.","{'main': 'At Least 89 Vaccines Are Being Developed. It May Not Matter.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Poor Nations  Also Need  A Vaccine', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Epidemics', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Third World and Developing Countries', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Public-Private Sector Cooperation', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Gavi, the Vaccine Alliance', 'rank': 6, 'major': 'N'}]",2020-04-29T19:39:00+0000,OpEd,1073,"If effective safe coronavirus vaccine available today, would enough stop pandemic? That would depend whether everyone needs get it. But took place 2009 H1N1 pandemic happens again, answer no.","If effect safe coronaviru vaccin avail today, would enough stop pandemic? that would depend whether everyon need get it. but took place 2009 h1n1 pandem happen again, answer no.",2020-04-29
23,4817,"The president wants a coronavirus vaccine widely available by the end of the year, even though his public health experts say it will take at least a year to 18 months.","WASHINGTON _?President Trump is pressing his health officials to pursue a crash development program for a coronavirus vaccine that could be widely distributed by the beginning of next year, despite widespread skepticism that such an effort could succeed and considerable concern about the implications for safety.","{'main': 'Trump Seeks Push to Speed Vaccine, Despite Safety Concerns', 'kicker': None, 'content_kicker': None, 'print_headline': 'Operation Warp Speed: President Makes Push  For Quick Vaccine Plan', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Trump, Donald J', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Epidemics', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Biomedical Advanced Research and Development Authority', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Emergent BioSolutions Inc', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Health and Human Services Department', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Johnson & Johnson', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Moderna Inc', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Azar, Alex M II', 'rank': 14, 'major': 'N'}, {'name': 'persons', 'value': 'Fauci, Anthony S', 'rank': 15, 'major': 'N'}]",2020-04-29T23:45:05+0000,Washington,869,"WASHINGTON _?President Trump pressing health officials pursue crash development program coronavirus vaccine could widely distributed beginning next year, despite widespread skepticism effort could succeed considerable concern implications safety.","washington _?presid trump press health offici pursu crash develop program coronaviru vaccin could wide distribut begin next year, despit widespread skeptic effort could succeed consider concern implic safety.",2020-04-29
24,4885,Experts say at least 18 months. Here__ how to shorten the timeline.,Experts say at least 18 months. Here__ how to shorten the timeline.,"{'main': 'How Long Will a Vaccine Really Take?', 'kicker': None, 'content_kicker': None, 'print_headline': 'How Long Will a Vaccine Really Take?', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Epidemics', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}]",2020-04-30T09:33:42+0000,Opinion,0,Experts say least 18 months. Here__ shorten timeline.,expert say least 18 months. here_?shorten timeline.,2020-04-30
25,4979,"This isn__ just about saving lives. It__ also about power, profit and national prestige.","All the world agrees: We need a vaccine for the coronavirus. But as soon as we get one, it__ going to open up a geopolitical can of worms.","{'main': 'Get Ready for the Global Fight Over Vaccines', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Global Fight Over Vaccines', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Epidemics', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Coalition for Epidemic Preparedness Innovations', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'World Health Organization', 'rank': 8, 'major': 'N'}]",2020-04-30T19:00:09+0000,OpEd,1209,"All world agrees: We need vaccine coronavirus. But soon get one, it__ going open geopolitical worms.","all world agrees: We need vaccin coronavirus. but soon get one, it_?go open geopolit worms.",2020-04-30
26,4999,Should we take it?,This article is part of the Debatable newsletter. You can sign up here to receive it Tuesdays and Thursdays.,"{'main': 'There May Be a Dangerous Shortcut to a Coronavirus Vaccine', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Viruses', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Smallpox', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Oxford University', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Respiratory Diseases', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics (Personal)', 'rank': 7, 'major': 'N'}]",2020-04-30T21:45:03+0000,OpEd,1457,This article part Debatable newsletter. You sign receive Tuesdays Thursdays.,thi articl part debat newsletter. you sign receiv tuesday thursdays.,2020-04-30
27,46,Researchers are testing whether decades-old vaccines for polio and tuberculosis could protect against infection.,"As the world waits for a coronavirus vaccine, tens of thousands of people could die. But some scientists believe a vaccine might already exist.","{'main': 'Could __nnate Immunology_?Save Us From the Coronavirus?', 'kicker': None, 'content_kicker': None, 'print_headline': 'What If We Already Have a Vaccine?', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Tuberculosis', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Poliomyelitis', 'rank': 5, 'major': 'N'}]",2020-05-01T09:00:14+0000,OpEd,1613,"As world waits coronavirus vaccine, tens thousands people could die. But scientists believe vaccine might already exist.","As world wait coronaviru vaccine, ten thousand peopl could die. but scientist believ vaccin might alreadi exist.",2020-05-01
28,63,Scaling up the manufacturing of syringes and other medical products required to deliver a vaccine to millions of Americans will be just as important as the vaccine itself.,"In the midst of national shortages of testing swabs and protective gear, some medical suppliers and health policy experts are looking ahead to another extraordinary demand on manufacturing: Delivering a vaccine that could potentially end the pandemic.","{'main': 'Find a Vaccine. Next: Produce 300 Million Vials of It.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Developing a Vaccine Will Not Be the Only Hurdle', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medical Devices', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hypodermic Needles and Syringes', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Factories and Manufacturing', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Shortages', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Epidemics', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Biomedical Advanced Research and Development Authority', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Emergency Management Agency', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-healthcare', 'rank': 11, 'major': 'N'}]",2020-05-01T09:00:27+0000,Science,1213,"In midst national shortages testing swabs protective gear, medical suppliers health policy experts looking ahead another extraordinary demand manufacturing: Delivering vaccine could potentially end pandemic.","In midst nation shortag test swab protect gear, medic supplier health polici expert look ahead anoth extraordinari demand manufacturing: deliv vaccin could potenti end pandemic.",2020-05-01
29,258,"Governments, companies and academic labs are accelerating their efforts amid geopolitical crosscurrents, questions about safety and the challenges of producing enough doses for billions of people.","WASHINGTON _?Four months after a mysterious new virus began its deadly march around the globe, the search for a vaccine has taken on an intensity never before seen in medical research, with huge implications for public health, the world economy and politics.","{'main': 'Profits and Pride at Stake, the Race for a Vaccine Intensifies', 'kicker': None, 'content_kicker': None, 'print_headline': 'Profits and Pride at Stake, Race to Vaccine Intensifies', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Remdesivir (Drug)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Antibodies', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Laboratories and Scientific Equipment', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Factories and Manufacturing', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Gates, Bill and Melinda, Foundation', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Johnson & Johnson', 'rank': 13, 'major': 'N'}, {'name': 'organizations', 'value': 'Moderna Inc', 'rank': 14, 'major': 'N'}, {'name': 'organizations', 'value': 'AstraZeneca PLC', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics and Official Misconduct', 'rank': 16, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 17, 'major': 'N'}, {'name': 'glocations', 'value': 'India', 'rank': 18, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 19, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 20, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 21, 'major': 'N'}]",2020-05-02T16:47:31+0000,Washington,3753,"WASHINGTON _?Four months mysterious new virus began deadly march around globe, search vaccine taken intensity never seen medical research, huge implications public health, world economy politics.","washington _?four month mysteri new viru began deadli march around globe, search vaccin taken intens never seen medic research, huge implic public health, world economi politics.",2020-05-02
